mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_depth,param_l2_leaf_reg,param_learning_rate,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
2.9317662715911865,0.061869144439697266,0.07998526096343994,0.016972661018371582,4,1,0.01,"{'depth': 4, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.8187817312114525,0.8514050494291565,0.8350933903203045,0.016311659108852017,5
2.403800129890442,0.02096569538116455,0.014625191688537598,0.001462101936340332,4,1,0.1,"{'depth': 4, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.8463935966059495,0.8727197346600332,0.8595566656329914,0.01316306902704184,2
2.4663490056991577,0.18592345714569092,0.01235806941986084,0.00023043155670166016,4,3,0.01,"{'depth': 4, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",0.8126126369058052,0.8524102612502079,0.8325114490780066,0.019898812172201352,6
2.4542012214660645,0.09549927711486816,0.016198039054870605,0.004105210304260254,4,3,0.1,"{'depth': 4, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",0.8617065979946699,0.8808494414407936,0.8712780197177317,0.009571421723061857,1
7.122804403305054,0.12363219261169434,0.025263547897338867,0.007862567901611328,6,1,0.01,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.8142496640555128,0.8173252227270752,0.8157874433912939,0.0015377793357811975,7
8.116688013076782,0.03499174118041992,0.027446746826171875,0.0006265640258789062,6,1,0.1,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.8551060565884818,0.8245081428149827,0.8398070997017323,0.015298956886749537,4
6.784911513328552,0.12925469875335693,0.0270230770111084,0.0003943443298339844,6,3,0.01,"{'depth': 6, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",0.7942218297252072,0.8010291062004042,0.7976254679628056,0.0034036382375985386,8
5.889208793640137,0.24414491653442383,0.010370731353759766,0.0024871826171875,6,3,0.1,"{'depth': 6, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",0.850000599232084,0.8417577873954527,0.8458791933137684,0.004121405918315668,3
